Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Outstanding_Debt,Interest_Rate,Monthly_EMI,Missed_Payments
1047,1935,Home,2595885,1499874,20.06,29499,3
1048,6204,Personal,1326606,3457849,11.53,18264,1
1049,3675,Home,2084176,558385,49.52,61252,4
1050,2054,Business,186592,287588,33.72,38028,10
1051,9950,Business,1888912,3634241,25.61,50999,8
1052,2053,Education,4336186,3727658,32.41,74816,2
1053,7075,Education,607996,541591,25.48,48233,9
1054,5559,Personal,3974153,1445895,37.81,93184,1
1055,1038,Home,1816449,3639686,10.76,92267,3
1056,3345,Personal,758773,1322136,49.39,19179,7
1057,8073,Car,1877964,2183660,14.78,18948,4
1058,680,Business,598017,2669092,19.99,85133,0
1059,6692,Car,189211,1642528,48.46,41126,1
1060,7242,Car,4787568,1015217,12.79,71117,6
1061,4443,Home,2356814,1963820,8.46,75625,10
1062,5681,Car,205711,1303768,31.26,40060,6
1063,7604,Car,2390973,1963311,48.24,48294,0
1064,3269,Education,3468532,2396305,49.63,9658,0
1065,3281,Personal,4401572,2376202,11.92,7639,3
1066,3103,Education,2703505,938287,15.12,23775,4
1067,8377,Home,165717,1172062,39.38,24396,8
1068,4686,Personal,796815,1051691,7.73,65944,10
1069,4567,Personal,279871,753682,16.27,83678,10
1070,3933,Business,689743,922916,27.67,78711,5
1071,9831,Business,2228426,43447,12.1,80793,6
1072,2479,Car,4782386,2129513,1.27,82193,1
1073,956,Personal,3091258,685039,0.97,11917,1
1074,7774,Personal,4350607,1539435,48.57,50636,10
1075,3350,Business,3378101,497974,24.27,27647,7
1076,6560,Car,237897,2074793,48.6,17016,4
1077,1787,Business,1657440,1048956,18.96,23227,2
1078,724,Personal,3257326,540347,40.95,96850,10
1079,7298,Home,1295142,1147746,6.99,20732,1
1080,6009,Business,563658,3797820,2.76,31457,2
1081,6720,Education,4664629,1840676,17.55,33664,7
1082,2042,Business,2985520,3736832,2.02,93204,1
1083,8604,Personal,1627454,122280,24.33,77376,6
1084,515,Car,3281255,3493419,31.94,77845,7
1085,9659,Personal,3619232,3713150,5.88,26233,9
1086,1123,Car,93847,516413,21.14,59989,9
1087,9662,Personal,2997132,1345638,45.55,8067,6
1088,2495,Education,2413768,6786,28.29,82229,11
1089,3603,Education,3370846,3236242,24.75,74817,5
1090,902,Car,780831,1010049,32.21,84132,7
1091,6603,Education,1523754,2177792,44.33,84697,7
1092,8262,Home,3157034,3510339,40.22,43829,7
1093,8146,Home,4626400,765320,12.69,81223,7
1094,9711,Education,4253861,3203092,1.69,46063,7
1095,9662,Business,4982293,3937926,14.82,31720,6
1096,3150,Education,2793818,964998,45.05,50026,2
1097,1217,Car,4190569,2415290,22.04,93889,3
1098,7356,Education,2765619,2106141,37.48,50845,5
1099,5966,Education,4783511,3455939,38.73,7904,9
1100,7370,Car,1636336,909686,30.9,75400,3
1101,9958,Home,2469247,2793286,9.37,6642,11
1102,6981,Business,1106983,112685,25.93,61673,4
1103,592,Personal,4047847,2775686,23.59,25432,8
1104,5140,Business,2223522,3181386,32.0,30640,1
1105,4274,Personal,1494258,3232196,41.86,86188,3
1106,4018,Education,551688,2908548,1.63,71008,2
1107,3849,Home,3547622,1638953,16.31,19415,5
1108,6758,Education,4248446,2357455,37.59,45554,0
1109,5098,Personal,1218216,2808993,41.15,65208,8
1110,9673,Home,243680,1434507,9.02,45773,6
1111,2697,Personal,1557008,914772,17.76,74120,3
1112,8609,Education,4183288,3962161,25.04,68455,8
1113,5177,Personal,2110271,2731596,29.05,69563,8
1114,4853,Home,1616319,1184353,19.77,18934,5
1115,5887,Business,1538297,2290424,35.64,96565,3
1116,3743,Education,4020793,2837778,22.69,24313,5
1117,5883,Personal,3140704,3848917,16.6,69653,7
1118,295,Personal,2851051,3375198,21.23,14788,6
1119,965,Business,2442344,2842924,8.47,27145,10
1120,8914,Home,4625121,2886451,7.23,49772,1
1121,5813,Car,3615547,3983469,31.14,80053,1
1122,4449,Car,2955447,1235653,20.53,15794,11
1123,1393,Car,291617,2152454,47.09,20975,1
1124,338,Education,1120446,1501813,16.97,7296,6
1125,3514,Car,2595642,1939795,32.13,15576,10
1126,2380,Car,4065142,694979,35.01,59090,4
1127,8665,Business,3730206,1796322,39.42,83853,5
1128,832,Car,1837202,893620,18.29,24025,8
1129,9078,Personal,571607,1306747,24.26,98683,5
1130,9243,Business,2872685,90666,39.12,6658,8
1131,8809,Personal,1978430,452656,43.44,79490,8
1132,245,Education,2285458,3200918,14.24,7134,6
1133,1801,Business,3023905,1476632,12.11,61529,2
1134,689,Personal,183572,394994,17.0,38133,10
1135,4671,Personal,3510730,1767789,29.52,9983,2
1136,8817,Home,3711775,1551641,41.63,97126,8
1137,7574,Home,3116197,1919898,32.21,22644,0
1138,679,Home,4306952,1051495,10.11,38072,1
1139,3001,Home,2654461,3751364,2.59,52976,4
1140,2928,Car,2968187,1259441,27.81,58928,4
1141,6351,Education,666201,1184079,38.13,35058,10
1142,7831,Car,2447584,1456652,25.27,40024,0
1143,1342,Education,1669672,1043870,18.33,75071,2
1144,2351,Business,1126463,2197195,9.89,78712,8
1145,8887,Education,3602564,3176912,28.73,58020,5
1146,858,Car,4609114,2655369,30.58,46477,0
1147,4630,Business,2168553,3009004,41.72,29198,8
1148,8169,Business,2409607,3676030,36.96,61580,8
1149,6176,Business,4691887,1018396,25.77,12604,4
1150,1046,Home,2312641,1592521,40.48,18133,6
1151,5822,Car,2715823,3833272,5.67,97162,1
1152,988,Home,4604229,1220652,11.94,31990,8
1153,5111,Personal,1189154,3086020,37.66,62717,8
1154,2538,Business,4252245,2849411,21.08,35344,8
1155,5167,Business,376856,2666016,28.69,97001,0
1156,8193,Business,4001096,2130442,43.15,21347,0
1157,3012,Car,1630110,3790297,46.42,24727,4
1158,3536,Business,2162886,3009456,46.42,23820,1
1159,4134,Car,4811536,2982904,17.76,26523,4
1160,9641,Personal,3342575,3030635,30.94,2111,4
1161,2532,Personal,433227,452777,31.08,71040,2
1162,6542,Personal,3107128,653858,14.3,29675,0
1163,6379,Home,1029118,3303573,22.88,63655,5
1164,6507,Business,1767436,229187,20.85,29574,0
1165,1539,Personal,3910806,587368,34.14,88373,3
1166,6280,Education,3944876,2089858,29.9,25083,0
1167,3521,Car,1005958,445339,45.4,43132,1
1168,3157,Education,158659,1263098,12.49,21437,4
1169,1794,Personal,3468788,1695341,30.02,57368,9
1170,5206,Home,4473133,1195069,35.01,93322,3
1171,3896,Home,1988293,3704264,2.97,30861,0
1172,7357,Education,374694,2830651,31.81,80752,3
1173,6652,Personal,64224,3553436,29.7,25363,2
1174,6407,Business,3553742,445302,15.96,61975,10
1175,7970,Car,349536,888178,49.24,51563,11
1176,8214,Car,317445,364118,20.37,19316,11
1177,5525,Home,2363856,2367981,8.71,35259,8
1178,4605,Education,4545769,3513023,27.7,40735,1
1179,2285,Personal,4755665,1435181,17.97,86599,6
1180,9926,Personal,2420988,1364734,11.61,94483,0
1181,2687,Business,2505474,3972251,16.8,75671,3
1182,8095,Business,1354843,3496698,36.71,11618,4
1183,8473,Personal,2044008,520304,14.97,15088,3
1184,1079,Personal,2432193,243186,28.81,22708,2
1185,5923,Car,4052852,241029,0.02,37787,10
1186,844,Education,1400581,1292954,5.71,6174,4
1187,3152,Car,2662151,2275189,37.28,40074,8
1188,3401,Business,4732309,2800389,10.28,8598,5
1189,7677,Home,3725711,3571036,39.67,58670,6
1190,3575,Personal,1236714,477729,13.78,27616,10
1191,8516,Personal,4171862,1628171,10.43,6085,10
1192,2762,Education,2132156,1763389,34.38,88294,7
1193,9136,Business,4021742,931054,4.93,27538,7
1194,9260,Personal,4195616,1602013,18.13,59594,9
1195,7718,Car,4161116,1141711,3.77,62332,4
1196,1340,Education,4932197,234089,10.09,27892,10
1197,9430,Personal,3756894,376588,7.83,52719,10
1198,5030,Home,1944314,1301108,40.41,10563,2
1199,7872,Business,1575873,2536027,28.93,96680,8
1200,9723,Education,4312016,3354258,41.02,26053,7
1201,5470,Car,3855654,267130,49.67,23433,4
1202,4111,Business,1716044,1922544,27.74,27715,9
1203,1828,Personal,2958956,3120118,48.01,52662,6
1204,6725,Home,811792,2478706,4.84,79887,2
1205,3825,Car,890317,3572421,5.81,61209,1
1206,1476,Business,4371145,1497358,24.96,16610,9
1207,7258,Personal,4274678,3064434,6.32,14860,1
1208,5291,Education,3512151,1965568,45.73,21273,6
1209,1371,Personal,3837827,3532545,25.22,87070,4
1210,2168,Education,465266,665918,43.89,59307,4
1211,5286,Education,4171323,2620908,10.97,72305,6
1212,5335,Personal,782336,280678,32.71,97991,7
1213,8554,Home,2446054,1312612,13.51,82151,4
1214,8690,Education,2204705,1067733,27.98,46164,5
1215,6065,Education,3875023,736850,43.4,62506,6
1216,6646,Personal,1453603,1335359,14.29,71016,11
1217,5325,Education,2503665,3619160,23.53,17861,9
1218,9868,Car,4192054,76621,25.68,41647,6
1219,3813,Business,3058881,2308434,30.87,4109,11
1220,2408,Personal,2102080,1880035,39.96,88897,8
1221,3876,Car,2633647,1542016,6.08,73677,1
1222,4035,Education,4376995,475198,26.78,21281,6
1223,2884,Education,4510711,96665,7.1,27031,2
1224,3999,Education,1985748,3143137,9.04,38798,1
1225,1833,Business,1424371,1920010,24.58,68963,9
1226,7656,Home,1297128,3377328,4.16,55853,6
1227,1967,Personal,2562890,664589,4.37,54015,5
1228,1464,Car,1204757,571533,8.96,38617,8
1229,8939,Home,461515,953835,23.62,50488,4
1230,3024,Personal,1379612,2044212,9.16,52749,2
1231,742,Education,1131936,2563504,18.93,73635,6
1232,9231,Education,2386806,3402483,43.43,10476,5
1233,4238,Car,879899,1808762,46.37,11716,8
1234,6800,Home,3675987,1286569,27.66,58720,11
1235,6136,Education,2696970,1630588,49.38,38141,2
1236,284,Business,2536424,3267577,35.27,9853,3
1237,2766,Personal,2333481,357467,6.76,26105,4
1238,3108,Car,3103040,3552484,36.97,68911,7
1239,5807,Business,4385241,1143751,33.24,60798,4
1240,2230,Car,4978986,1133251,43.27,64229,3
1241,9609,Personal,4968788,2008577,25.06,60143,9
1242,7950,Home,4429765,2961222,29.41,31937,0
1243,3129,Business,331615,2788184,19.74,65843,1
1244,6733,Education,4590748,1610649,0.86,95754,4
1245,6072,Car,3807018,3252570,30.11,7572,3
1246,179,Home,1246324,2963794,47.47,2165,10
1247,4023,Personal,3224116,1260955,8.29,55594,7
1248,7013,Education,2800768,2755646,8.6,38741,2
1249,2365,Car,1994328,1212295,20.55,57361,1
1250,323,Home,2632721,2569741,42.18,20407,1
1251,8007,Personal,4834797,3814064,29.35,22371,5
1252,14,Home,1235334,1494808,25.51,32064,9
1253,8438,Personal,3910587,2120684,43.24,74834,4
1254,1701,Education,2328412,2749746,10.03,24076,8
1255,1648,Business,3150631,2887382,47.7,69165,3
1256,5654,Car,466793,3102471,48.14,12265,5
1257,8908,Business,1767503,2622991,40.7,13490,11
1258,9176,Education,1807174,2377902,14.74,54331,8
1259,7390,Business,1270927,3826547,18.77,89484,1
1260,8667,Car,1329879,1029329,20.17,10704,3
1261,5205,Education,2025326,1472752,8.53,98222,1
1262,1784,Car,2891298,3647748,2.28,51053,4
1263,4223,Business,934792,3969655,3.25,97378,0
1264,8386,Home,4817959,3632669,30.78,47690,3
1265,2149,Home,2302559,1988987,48.42,10505,4
1266,9282,Car,3171406,3081584,4.22,37515,8
1267,2252,Home,3718637,1621637,31.97,70441,4
1268,897,Car,3399781,3860925,6.01,65382,5
1269,2179,Business,2173953,849608,28.84,88068,7
1270,5121,Personal,1275826,842635,22.15,61990,2
1271,2083,Education,338656,2963895,1.74,40822,9
1272,8976,Business,730102,353583,17.85,43371,3
1273,9877,Personal,1954087,159383,39.29,67922,4
1274,9203,Business,1394473,2792788,9.8,77543,6
1275,3333,Personal,1735956,3877832,25.9,27271,4
1276,9503,Car,1243919,3040550,12.79,43306,4
1277,9473,Education,1563352,1696326,46.27,76192,8
1278,3799,Car,3646129,2584619,46.36,16541,10
1279,4493,Education,3416372,3053403,36.33,28846,5
1280,5664,Personal,3390423,2529748,34.53,14210,3
1281,3525,Home,1587599,3035416,27.6,44193,5
1282,3164,Home,1661303,3007,39.25,64524,9
1283,9607,Home,97065,1275178,49.17,37526,2
1284,6524,Home,4851240,2584243,48.09,71274,5
1285,3130,Business,4070305,1814229,40.44,24736,8
1286,3533,Business,472795,3999891,6.81,38336,2
1287,4590,Home,3623647,1176592,43.07,44284,0
1288,4114,Car,4378347,1266268,29.6,25810,8
1289,520,Personal,914663,3220188,26.67,26769,2
1290,6996,Home,4372149,1171168,27.25,37842,11
1291,4910,Car,2571730,295373,12.71,90276,7
1292,7037,Car,1893665,1076508,10.34,91082,8
1293,1666,Car,3137153,2240616,22.42,2548,1
1294,3503,Business,1138130,240366,31.65,77392,11
1295,8634,Education,565873,1165626,32.56,62155,4
1296,4440,Business,4124074,2569505,26.16,40034,3
1297,3819,Home,940727,3908894,41.05,30500,4
1298,2824,Home,4958439,3056316,46.12,7171,3
1299,5398,Home,1511587,2394982,10.75,68129,3
1300,610,Personal,3541745,2908059,36.87,42905,2
1301,6624,Personal,4013482,3401907,11.63,59450,11
1302,6553,Education,2894976,1600583,42.26,89332,11
1303,711,Business,4354142,3253520,25.37,86114,10
1304,4253,Car,616284,218320,18.61,18116,1
1305,997,Business,4135436,3513915,38.24,28957,11
1306,9185,Home,3087673,2039300,3.67,31440,7
1307,4480,Education,2360172,2876624,28.46,93738,2
1308,7891,Personal,2056712,400797,27.29,36699,9
1309,7555,Education,2583163,3577296,43.39,52986,1
1310,3820,Car,2897118,2132920,15.91,55430,7
1311,8648,Education,4316506,3118734,15.2,43444,7
1312,8992,Education,3143770,2414697,4.71,50170,4
1313,8334,Education,644768,2747341,27.16,44968,1
1314,5538,Home,1446985,2977279,1.2,95510,9
1315,1221,Car,3011466,3283237,46.85,30778,7
1316,8475,Personal,446657,3128415,11.85,20939,3
1317,4181,Business,1909123,2929272,22.23,38079,10
1318,6521,Personal,4045706,2090514,7.74,56813,11
1319,4685,Education,1181789,2797476,16.8,2347,10
1320,6745,Education,1967986,697498,45.63,2519,4
1321,9002,Business,55823,1814069,49.0,13711,8
1322,1856,Car,2746688,3414728,14.25,70696,5
1323,3820,Education,1416239,1940007,40.84,32096,3
1324,5680,Home,3810454,3053231,8.11,25921,9
1325,9233,Home,4195090,3154315,6.88,8245,7
1326,3343,Personal,3487400,3359756,6.86,76667,11
1327,538,Home,1799597,2995781,47.12,98625,0
1328,6243,Personal,339679,53865,35.0,79733,5
1329,9356,Education,2381384,3838633,28.93,57133,8
1330,508,Home,2005121,103815,9.5,45863,7
1331,1994,Home,2021286,202627,26.49,3840,10
1332,7113,Business,3902675,2919306,49.71,11190,5
1333,1890,Personal,4360587,2510800,41.29,57560,7
1334,7381,Business,4102141,270921,49.33,86695,1
1335,7521,Car,1331790,3063317,0.61,30439,5
1336,9133,Business,485772,1978155,27.79,43422,1
1337,703,Home,1172501,930950,14.57,29014,7
1338,9756,Home,368976,2761052,16.56,11015,7
1339,3880,Car,3784370,216106,2.85,34695,1
1340,7026,Personal,3622510,612298,33.65,24035,5
1341,5726,Personal,1165080,1437002,42.7,60866,8
1342,1290,Personal,1152110,702777,12.25,9675,10
1343,1932,Car,3489524,2457095,26.13,43379,10
1344,2536,Education,1183429,1702567,2.61,70046,4
1345,3585,Education,366685,2807008,14.03,18044,8
1346,1097,Car,2937127,2820003,11.12,56055,3
1347,9428,Business,332434,2467284,48.79,38502,6
1348,3666,Car,1817207,285464,25.04,65172,3
1349,6877,Education,2402904,2067889,10.82,44449,11
1350,1905,Education,4617412,807505,6.61,89304,10
1351,396,Business,4505146,2292869,38.81,95097,10
1352,5688,Home,2784741,2925664,2.26,44017,7
1353,8037,Home,2726638,2772321,6.87,37642,4
1354,2983,Home,4679182,292017,2.56,98576,11
1355,7608,Personal,2482186,3059979,18.34,9914,8
1356,1336,Education,4914927,1162456,47.18,59437,10
1357,8096,Car,3580941,263127,11.77,73506,1
1358,9761,Business,4123733,1374553,18.75,60888,8
1359,5016,Education,1918831,277447,36.7,86123,0
1360,9406,Home,2682839,3445781,10.19,5594,7
1361,5594,Business,2810526,1612375,14.33,12255,4
1362,3586,Car,565056,354757,19.35,41446,6
1363,5172,Education,1883785,3734578,47.72,24690,5
1364,4737,Car,790885,1362601,27.22,34245,9
1365,1375,Education,3114621,3792857,21.89,73370,1
1366,8572,Education,2980760,264596,20.08,27623,9
1367,8285,Home,4114450,1663601,19.47,91076,10
1368,8685,Business,3528001,1277608,45.46,33764,9
1369,9348,Home,3852307,3130822,38.88,42525,0
1370,4964,Education,1949013,1622716,9.38,70762,10
1371,943,Home,2158769,1070910,15.95,81788,11
1372,661,Education,3765784,2609232,42.4,50896,6
1373,9612,Home,3545963,2613540,37.52,54762,9
1374,9930,Education,919591,3171644,5.18,73724,10
1375,7675,Personal,2039099,830710,20.4,16513,4
1376,9978,Personal,3761381,1925735,24.54,43848,7
1377,8137,Car,1713348,1554108,42.87,6474,3
1378,6225,Education,4495131,575126,42.64,28609,6
1379,7783,Home,3101665,1551155,7.55,43994,8
1380,7977,Education,2316997,3268654,29.28,45769,1
1381,3668,Home,2290901,2559901,47.16,17598,7
1382,8647,Car,938640,3643850,3.84,88858,9
1383,3576,Education,3214817,1734095,17.93,14228,10
1384,3656,Car,4739328,1673969,16.87,14932,7
1385,8495,Home,4875987,1086846,8.57,39133,5
1386,3276,Business,4411843,816884,48.94,14960,2
1387,3120,Home,3743579,3004914,35.4,25959,7
1388,8656,Car,4327706,771967,34.2,32468,11
1389,8480,Education,2742326,3725088,2.45,87545,1
1390,7174,Education,1914159,729161,19.21,83197,2
1391,9560,Car,850456,822290,31.09,5998,1
1392,4972,Education,155679,1884565,24.32,89858,2
1393,9674,Personal,147673,2877635,36.25,30322,6
1394,5853,Business,908510,251717,41.37,28256,7
1395,5641,Car,4851246,1084207,38.07,83980,8
1396,7053,Business,838412,213700,47.19,86555,0
1397,9864,Car,1545506,2769039,27.68,14011,9
1398,3650,Business,2624026,1122156,42.66,30067,9
1399,1770,Home,4442893,3681567,49.17,38774,1
1400,7172,Car,4027314,1623558,25.54,93462,11
1401,8974,Education,1042081,590208,0.73,67403,4
1402,25,Business,2689950,379348,16.32,33245,11
1403,9418,Home,592710,754446,26.88,56327,6
1404,6790,Home,720069,2884812,34.02,3774,0
1405,1797,Home,4030159,463013,29.61,81956,6
1406,5013,Education,2602210,1111228,32.4,53436,0
1407,2967,Home,4632241,825899,36.13,30722,0
1408,6181,Business,2745631,1173486,24.83,15886,2
1409,3155,Education,4123306,52273,41.4,59834,7
1410,9393,Car,2081568,3799352,33.28,85925,0
1411,7380,Education,2976323,3387599,38.79,56250,5
1412,7818,Car,3880505,1433925,33.05,22761,8
1413,6036,Car,2410270,1401433,5.4,74692,10
1414,944,Car,3348822,2614529,7.75,19274,9
1415,8783,Car,1129256,675946,8.49,78670,10
1416,6240,Education,4146589,321025,2.44,51867,11
1417,9355,Personal,1058011,1463618,10.94,51508,8
1418,7412,Personal,829541,3728988,28.0,98339,4
1419,4317,Home,845712,272725,2.99,28381,2
1420,8680,Business,479852,3110318,14.18,32888,2
1421,295,Business,3853346,3462670,31.16,58151,4
1422,8577,Business,1536293,2093580,10.0,83225,6
1423,4672,Home,3810053,2534471,9.88,44375,4
1424,559,Business,4920885,3199312,41.35,21700,3
1425,4067,Education,2697404,3120225,27.46,73134,0
1426,6220,Personal,1192541,782274,15.68,47548,5
1427,8659,Car,2956447,2120174,27.44,53998,10
1428,4086,Business,3299723,1253183,21.41,45840,2
1429,4970,Home,4741356,73122,47.55,94962,6
1430,4050,Home,165524,3202831,10.07,35399,5
1431,7795,Education,630578,3163140,33.22,56443,4
1432,4499,Car,4505583,596109,45.65,81312,7
1433,8280,Car,481674,2271734,36.08,74760,8
1434,2370,Home,4208161,2446357,19.37,68389,9
1435,7744,Business,154990,2907003,37.32,83566,11
1436,5984,Education,1641419,3686314,11.62,8044,5
1437,4477,Education,3447009,1204811,35.85,89866,5
1438,7102,Car,438666,2045181,39.33,6740,7
1439,2997,Education,1671693,1087030,18.8,21153,3
1440,8989,Personal,3431508,2980608,27.75,51913,7
1441,9287,Car,483427,2283398,28.22,80233,2
1442,4867,Home,3697513,54531,27.8,35222,1
1443,6666,Education,760697,3924713,10.02,92386,7
1444,7336,Car,1280460,3430260,31.57,96542,8
1445,2677,Business,2480632,3254645,20.31,38612,3
1446,2909,Business,243617,1483900,6.67,10916,4
1447,2989,Personal,2183914,2446553,2.78,18116,2
1448,3667,Home,3891334,2191218,41.17,26552,11
1449,8148,Business,298462,1044900,37.96,71358,3
1450,486,Car,3247216,1947790,46.57,52840,11
1451,3211,Education,2495258,1840498,23.9,2001,5
1452,6350,Business,4300241,3106423,30.68,57087,2
1453,9907,Business,203548,1031478,3.17,83996,2
1454,7135,Personal,2790307,1316129,15.05,89693,10
1455,8069,Education,2387407,3154269,37.56,94481,7
1456,8092,Education,3865894,2510646,13.8,75568,0
1457,9683,Business,4397802,3634490,5.61,38531,6
1458,7201,Education,4132325,1901767,3.1,2010,10
1459,2178,Home,666000,2307242,22.66,52727,3
1460,5750,Home,4564334,3670276,43.74,71902,3
1461,4701,Business,2916444,3559043,18.47,42356,8
1462,8202,Business,180964,2985804,33.35,24768,4
1463,3768,Home,4132228,3332057,21.54,46214,11
1464,1423,Education,1064251,2449465,39.31,43016,10
1465,8918,Personal,3286391,42656,40.16,4403,4
1466,9686,Personal,1413239,3413695,47.33,58977,11
1467,2709,Personal,3608524,2463417,16.9,54940,0
1468,9631,Education,3061027,2705941,23.56,62433,7
1469,1725,Personal,126400,1769321,32.29,28478,5
1470,5248,Home,1200243,2226356,25.04,70137,1
1471,1506,Education,745462,2328362,4.2,15186,4
1472,6413,Home,693328,967675,32.31,80485,4
1473,4520,Education,4458189,564855,5.5,45194,9
1474,3599,Personal,2938367,505525,42.04,22040,4
1475,6367,Personal,1731001,2645574,4.14,76287,4
1476,426,Business,637897,67487,39.07,55980,2
1477,663,Car,2180759,2177881,7.55,54949,2
1478,2880,Home,2572608,1774514,37.04,98934,4
1479,2414,Personal,1402171,3557608,1.15,35603,9
1480,6454,Education,3311590,2522901,5.58,48431,4
1481,9736,Business,2125891,3123404,1.02,97774,6
1482,2145,Home,1905602,3761425,9.12,56492,9
1483,7836,Personal,2221220,1913203,0.02,15065,11
1484,583,Business,4831602,1781878,4.32,6574,2
1485,5092,Personal,4305424,471108,1.25,69690,9
1486,6314,Personal,1987509,1909339,21.72,34353,0
1487,1183,Personal,1547523,675897,7.86,65079,4
1488,2061,Business,4302846,416975,14.36,21468,4
1489,7288,Car,2715520,2937032,13.15,47041,0
1490,8519,Personal,2948817,3770940,41.55,66835,3
1491,6550,Home,3879015,423108,8.17,27837,6
1492,4008,Business,1415727,842050,24.95,6547,9
1493,7650,Personal,4833748,3084842,3.46,47373,5
1494,3209,Business,2371061,1395309,20.53,72293,3
1495,4000,Home,544651,2800619,40.21,85629,0
1496,2531,Home,635566,3588343,25.82,40865,4
1497,2297,Education,2188844,2351788,12.93,47694,8
1498,6497,Education,2378019,41312,20.39,86404,8
1499,2314,Car,2548908,1100631,27.79,99507,5
1500,9956,Education,197763,2356769,45.24,98597,0
1501,4498,Business,4787946,1908842,41.89,22789,5
1502,9951,Education,4121680,3202371,48.06,29816,7
1503,8680,Business,2903014,966647,8.94,50716,11
1504,5377,Business,1719234,2931071,9.91,79536,4
1505,9119,Car,1431809,3942431,5.01,5096,7
1506,3994,Business,3087800,1167789,25.42,12095,7
1507,8144,Education,4097448,434471,9.04,75210,2
1508,8742,Education,444566,1076875,34.43,25379,9
1509,6839,Personal,3843283,1207225,47.81,14237,2
1510,6732,Car,1258504,2005852,28.4,81367,0
1511,7152,Home,1735388,3797252,35.88,12643,1
1512,9259,Home,2384191,3537765,10.0,70411,6
1513,9148,Personal,1068337,1471316,40.82,69897,6
1514,2874,Education,3520964,980507,42.82,41707,9
1515,9932,Car,4531939,1111102,44.23,37281,11
1516,3516,Education,3019201,2586677,43.28,91076,6
1517,6028,Personal,4688753,3448600,15.57,28549,9
1518,559,Home,849692,860690,26.39,66766,7
1519,8758,Car,72533,3419431,15.46,76729,0
1520,8158,Education,3485613,1241446,43.92,61121,8
1521,1059,Business,56077,3350212,45.42,4560,1
1522,7727,Business,1141866,790144,33.71,92434,7
1523,8721,Business,1744793,258057,11.0,58427,5
1524,3070,Home,4232070,2155054,5.64,33998,7
1525,9548,Business,2826875,1353657,45.22,96531,7
1526,1501,Business,3769727,494865,17.81,14211,4
1527,7069,Personal,2909180,696174,32.48,32476,6
1528,3706,Personal,4162834,1016502,40.85,3208,0
1529,7037,Personal,2533205,3593103,33.43,88373,9
1530,3842,Education,3492508,337907,49.43,28601,8
1531,688,Business,3471485,3405292,28.72,13080,3
1532,5267,Home,1774924,3093241,28.01,48625,6
1533,955,Business,4704261,931030,30.82,89524,10
1534,7053,Business,4072152,897883,26.68,56238,7
1535,3590,Education,175141,3378238,38.86,45304,1
1536,7720,Personal,4776638,401063,46.89,78751,4
1537,4217,Business,2326961,3746527,45.27,49144,8
1538,9281,Car,3434481,529682,24.7,37129,11
1539,2356,Car,4411152,69896,46.37,40317,1
1540,770,Personal,208244,2263454,7.23,3138,2
1541,3302,Personal,2137671,468190,27.78,68055,8
1542,2089,Business,2275786,209658,25.43,84187,1
1543,3902,Car,923617,2893585,10.57,95868,1
1544,7198,Home,4388285,421267,49.16,85153,9
1545,5208,Home,1580500,3295872,47.93,44147,4
1546,2174,Car,890018,759547,0.09,82415,11
1547,4745,Personal,1246737,1319359,26.89,20845,7
1548,613,Education,4366419,482128,7.61,52836,5
1549,2320,Education,302442,3516774,16.98,99179,0
1550,844,Home,2348311,967177,16.59,52257,2
1551,9036,Personal,3847665,1007801,17.21,94802,9
1552,1949,Business,712373,1790460,28.76,79972,0
1553,6835,Car,1980950,2896833,25.72,37906,11
1554,8405,Home,4570732,3175364,23.21,7692,4
1555,8849,Education,3590007,806750,26.11,43346,11
1556,3745,Education,4735803,1688793,29.91,10926,3
1557,9306,Business,528774,2059334,12.61,24206,0
1558,914,Business,385721,65246,40.76,52946,0
1559,7522,Education,90377,523718,27.62,73172,8
1560,1638,Personal,3751928,3399604,13.18,67226,11
1561,1625,Education,511255,1077846,8.59,32533,6
1562,7092,Car,4304145,181660,38.29,45174,1
1563,226,Personal,3203608,635454,26.3,25469,0
1564,4146,Business,3828278,2827975,9.24,45089,6
1565,4656,Business,1482127,3663867,41.92,48356,4
1566,2127,Business,1502956,3702594,35.04,98031,8
1567,7874,Car,4384605,1876944,16.36,52946,4
1568,5975,Business,266654,2356969,13.88,66779,8
1569,1581,Personal,3905026,1398344,11.01,3002,8
1570,9030,Business,1848063,760161,3.57,48383,2
1571,9063,Business,3173076,3210389,47.21,4608,1
1572,3874,Education,4712116,3594940,47.86,8998,11
1573,8101,Education,1537190,3014599,20.22,62934,4
1574,1979,Car,1633728,1866989,4.67,58407,9
1575,6591,Personal,426905,2137558,17.04,12451,2
1576,9815,Personal,4797642,155442,18.0,94445,10
1577,5762,Education,4048457,3084516,12.98,67532,8
1578,6950,Personal,379774,1612603,5.02,34176,4
1579,4953,Business,3567948,597716,5.08,80170,9
1580,5100,Car,4354715,608049,46.93,18858,4
1581,3912,Education,1815253,127875,39.73,87120,5
1582,541,Business,1807944,3412247,11.66,8508,3
1583,5189,Education,2948507,1260817,35.66,16352,0
1584,4876,Education,3175890,1814405,2.82,40697,2
1585,7504,Car,1135592,2223486,12.67,86620,3
1586,341,Car,1281789,1866576,34.47,11866,2
1587,1701,Education,779093,1505201,31.22,73431,9
1588,1722,Business,781103,213394,31.25,22803,7
1589,1394,Home,4851732,529745,18.7,32030,6
