Customer_ID,Age,Gender,Region,Employment_Status,Annual_Income,Dependents
1638,25,Male,Bangalore,Unemployed,2062038.0,3
1639,67,Male,Mumbai,Self-Employed,1116035.0,4
1640,40,Male,Mumbai,Salaried,441322.0,0
1641,46,F,Delhi,Unemployed,324825.0,1
1642,35,male,Delhi,Self-Employed,1546117.0,3
1643,48,female,Bangalore,Salaried,1601360.0,0
1644,47,Male,Chennai,Unemployed,337733.0,3
1645,69,Male,Delhi,Salaried,388101.0,3
1646,56,Male,Bangalore,Self-Employed,1750323.0,0
1647,52,Male,Chennai,Unemployed,1426090.0,3
1648,35,Female,Mumbai,Unemployed,1536663.0,1
1649,59,Female,Delhi,Self-Employed,234487.0,4
1650,56,M,Bangalore,Salaried,1209180.0,0
1651,34,Male,Mumbai,Self-Employed,2031839.0,2
1652,31,M,Pune,Unemployed,2057867.0,3
1653,48,F,Mumbai,Unemployed,1336365.0,4
1654,41,M,Bangalore,Self-Employed,304766.0,1
1655,52,male,Chennai,Salaried,2062854.0,1
1656,61,Female,Pune,Self-Employed,981321.0,2
1657,62,Female,Pune,Salaried,1657290.0,1
1658,51,Male,Pune,Salaried,1318374.0,4
1659,20,Male,Delhi,Unemployed,1640682.0,2
1660,54,F,Bangalore,Salaried,365957.0,0
1661,60,female,Pune,Unemployed,680150.0,2
1662,57,F,Mumbai,Salaried,1311689.0,0
1663,43,male,Chennai,Salaried,986750.0,1
1664,40,Male,Bangalore,Unemployed,1123253.0,4
1665,61,Male,Mumbai,Salaried,2318593.0,3
1666,56,F,Delhi,Self-Employed,863886.0,2
1667,32,F,Pune,Salaried,964947.0,1
1668,66,F,Mumbai,Unemployed,1678953.0,4
1669,21,Female,Bangalore,Unemployed,1064733.0,3
1670,46,M,Mumbai,Self-Employed,2298113.0,2
1671,39,M,Delhi,Salaried,1711077.0,4
1672,42,Male,Chennai,Self-Employed,696085.0,1
1673,30,Female,Pune,Salaried,1616540.0,2
1674,35,F,Bangalore,Self-Employed,1463556.0,2
1675,50,Male,Pune,Unemployed,702551.0,0
1676,33,Female,Pune,Unemployed,1236057.0,0
1677,62,male,Pune,Self-Employed,2078401.0,2
1678,59,female,Mumbai,Salaried,1349869.0,4
1679,61,Female,Mumbai,Salaried,1056509.0,1
1680,19,Male,Chennai,Unemployed,1672470.0,3
1681,52,M,Delhi,Salaried,1949090.0,0
1682,59,F,Bangalore,Self-Employed,1126350.0,1
1683,51,female,Mumbai,Self-Employed,2199926.0,2
1684,47,male,Pune,Salaried,1094283.0,1
1685,30,female,Delhi,Unemployed,1264848.0,1
1686,30,female,Bangalore,Unemployed,,1
1687,35,Female,Bangalore,Unemployed,1636882.0,2
1688,49,Male,Bangalore,Unemployed,999536.0,0
1689,49,Male,Bangalore,Unemployed,1133359.0,3
1690,52,female,Chennai,Self-Employed,1107495.0,4
1691,56,F,Bangalore,Salaried,1482647.0,0
1692,63,Male,Delhi,Self-Employed,1545246.0,3
1693,69,female,Mumbai,Unemployed,955495.0,2
1694,46,Male,Delhi,Unemployed,864723.0,3
1695,66,F,Pune,Salaried,2218510.0,2
1696,46,male,Chennai,Salaried,1560231.0,3
1697,61,female,Chennai,Salaried,2376943.0,0
1698,33,M,Pune,Self-Employed,2298592.0,2
1699,61,M,Delhi,Salaried,922615.0,1
1700,64,female,Delhi,Self-Employed,899573.0,2
1701,27,Female,Pune,Unemployed,2035563.0,2
1702,47,male,Bangalore,Self-Employed,1394579.0,3
1703,42,Female,Bangalore,Salaried,2237898.0,2
1704,56,M,Mumbai,Self-Employed,319773.0,3
1705,37,F,Delhi,Self-Employed,1817126.0,0
1706,22,female,Delhi,Self-Employed,1797451.0,2
1707,18,Male,Pune,Salaried,507687.0,1
1708,47,M,Pune,Self-Employed,1144077.0,1
1709,66,male,Bangalore,Salaried,912622.0,0
1710,20,M,Delhi,Self-Employed,1643480.0,1
1711,62,male,Delhi,Self-Employed,1362200.0,3
1712,31,male,Chennai,Self-Employed,1069947.0,2
1713,47,female,Mumbai,Salaried,842218.0,4
1714,-5,male,Mumbai,Salaried,958347.0,2
1715,21,Female,Bangalore,Salaried,936019.0,2
1716,35,F,Delhi,Unemployed,2321150.0,4
1717,54,M,Chennai,Salaried,2286607.0,1
1718,42,F,Delhi,Self-Employed,2164952.0,1
1719,65,Male,Pune,Unemployed,,2
1720,18,M,Bangalore,Salaried,818738.0,1
1721,63,F,Mumbai,Salaried,,3
1722,32,F,Delhi,Unemployed,1275715.0,3
1723,26,female,Bangalore,Unemployed,942614.0,4
1724,32,female,Mumbai,Salaried,1166534.0,2
1725,66,Male,Delhi,Unemployed,2189661.0,3
1726,41,male,Chennai,Self-Employed,1552768.0,0
1727,21,M,Bangalore,Self-Employed,606300.0,1
1728,29,female,Delhi,Self-Employed,1069528.0,2
1729,54,M,Mumbai,Salaried,1140071.0,3
1730,54,Male,Mumbai,Self-Employed,,4
1731,60,female,Chennai,Unemployed,1608272.0,3
1732,23,female,Bangalore,Self-Employed,1053692.0,0
1733,56,male,Bangalore,Unemployed,,3
1734,63,M,Delhi,Self-Employed,1014307.0,2
1735,41,M,Mumbai,Unemployed,1183659.0,4
1736,28,M,Mumbai,Self-Employed,778683.0,4
1737,30,male,Chennai,Self-Employed,1473818.0,0
1738,51,female,Chennai,Self-Employed,1364241.0,2
1739,42,Male,Bangalore,Unemployed,2099771.0,0
1740,24,M,Mumbai,Unemployed,1336349.0,0
1741,69,F,Delhi,Self-Employed,391994.0,0
1742,21,male,Pune,Unemployed,2332453.0,3
1743,-5,Female,Delhi,Unemployed,2413734.0,1
1744,37,Male,Chennai,Salaried,1831840.0,3
1745,46,F,Delhi,Self-Employed,1269085.0,2
1746,68,M,Mumbai,Unemployed,2210587.0,0
1747,62,Female,Bangalore,Unemployed,980215.0,0
1748,63,Male,Pune,Unemployed,2410514.0,1
1749,27,male,Bangalore,Unemployed,2349692.0,4
1750,60,Female,Pune,Salaried,1944880.0,0
1751,51,female,Pune,Unemployed,1025740.0,3
1752,43,Female,Mumbai,Unemployed,1129916.0,0
1753,58,F,Mumbai,Salaried,2222479.0,2
1754,66,Male,Chennai,Self-Employed,563191.0,1
1755,20,F,Chennai,Self-Employed,2455374.0,4
1756,23,F,Pune,Salaried,,2
1757,22,M,Chennai,Self-Employed,1438411.0,3
1758,22,male,Mumbai,Self-Employed,1105751.0,2
1759,64,Female,Chennai,Salaried,1372056.0,0
1760,40,Male,Pune,Unemployed,269128.0,1
1761,66,female,Bangalore,Salaried,1592173.0,0
1762,26,male,Delhi,Salaried,301051.0,1
1763,52,male,Chennai,Salaried,1191370.0,3
1764,37,Male,Mumbai,Salaried,1047362.0,2
1765,66,male,Bangalore,Salaried,,1
1766,59,M,Mumbai,Unemployed,1679056.0,2
1767,52,male,Chennai,Self-Employed,1896988.0,1
1768,67,M,Pune,Salaried,683969.0,0
1769,35,Female,Delhi,Unemployed,,1
1770,34,Female,Delhi,Salaried,957385.0,1
1771,41,F,Bangalore,Unemployed,1172330.0,4
1772,20,M,Delhi,Self-Employed,1205003.0,3
1773,49,female,Pune,Unemployed,1454484.0,0
1774,52,Female,Mumbai,Unemployed,2409385.0,0
1775,55,male,Pune,Self-Employed,1910178.0,2
1776,30,Male,Bangalore,Self-Employed,919365.0,1
1777,64,Male,Bangalore,Unemployed,2256299.0,1
1778,42,M,Delhi,Salaried,2356480.0,1
1779,26,female,Pune,Salaried,1736151.0,0
1780,21,F,Mumbai,Self-Employed,405705.0,4
1781,31,male,Pune,Salaried,509996.0,2
1782,54,M,Mumbai,Self-Employed,2037000.0,1
1783,51,Male,Mumbai,Unemployed,1809754.0,4
1784,28,M,Pune,Unemployed,556470.0,3
1785,58,male,Chennai,Salaried,1933330.0,0
1786,20,female,Pune,Self-Employed,1953893.0,3
1787,45,female,Mumbai,Salaried,1987848.0,0
1788,46,Female,Bangalore,Salaried,265353.0,2
1789,26,male,Bangalore,Unemployed,1796744.0,3
1790,20,Female,Delhi,Salaried,1334096.0,2
1791,42,Female,Bangalore,Unemployed,721321.0,2
1792,51,Female,Chennai,Self-Employed,672293.0,2
1793,29,M,Mumbai,Salaried,1801839.0,3
1794,59,Male,Pune,Unemployed,2219590.0,3
1795,26,female,Pune,Salaried,2417155.0,3
1796,32,M,Chennai,Self-Employed,1677880.0,1
1797,57,Male,Bangalore,Salaried,1988361.0,2
1798,42,female,Mumbai,Salaried,2075661.0,1
1799,22,male,Bangalore,Unemployed,2198235.0,0
1800,28,female,Delhi,Self-Employed,1385997.0,3
1801,-5,female,Bangalore,Self-Employed,223347.0,4
1802,41,female,Delhi,Self-Employed,1040574.0,0
1803,32,F,Pune,Salaried,1557611.0,2
1804,55,male,Mumbai,Unemployed,1189950.0,2
1805,25,M,Delhi,Salaried,871118.0,1
1806,22,M,Bangalore,Salaried,1929543.0,3
1807,65,Male,Bangalore,Salaried,924443.0,3
1808,43,M,Pune,Self-Employed,1878272.0,0
1809,35,Female,Chennai,Unemployed,1889571.0,0
1810,23,female,Chennai,Self-Employed,307376.0,0
1811,-5,M,Bangalore,Salaried,1881641.0,4
1812,65,Male,Chennai,Salaried,371550.0,4
1813,30,Male,Mumbai,Unemployed,545896.0,2
1814,45,Female,Chennai,Self-Employed,1060210.0,2
1815,22,Male,Mumbai,Salaried,329682.0,2
1816,30,F,Bangalore,Salaried,1911432.0,3
1817,34,female,Bangalore,Unemployed,1114469.0,2
1818,67,female,Bangalore,Salaried,2325509.0,1
1819,57,female,Pune,Self-Employed,2343404.0,0
1820,62,male,Chennai,Self-Employed,1148716.0,3
1821,49,M,Delhi,Salaried,,4
1822,46,F,Delhi,Salaried,2200936.0,0
1823,68,M,Bangalore,Salaried,1254616.0,2
1824,20,F,Chennai,Unemployed,2283761.0,4
1825,57,M,Mumbai,Unemployed,344512.0,4
1826,51,Female,Delhi,Self-Employed,1578599.0,4
1827,57,Male,Bangalore,Self-Employed,2435412.0,0
1828,44,Male,Delhi,Salaried,2094588.0,3
1829,30,Female,Delhi,Salaried,403464.0,0
1830,62,F,Delhi,Salaried,1008476.0,1
1831,50,male,Bangalore,Unemployed,241503.0,2
1832,23,F,Bangalore,Unemployed,2283594.0,3
1833,41,Male,Pune,Salaried,1992947.0,3
1834,36,male,Pune,Salaried,1150364.0,2
1835,33,M,Pune,Self-Employed,1908190.0,1
1836,57,male,Delhi,Unemployed,355582.0,4
1837,45,F,Chennai,Salaried,2399989.0,2
1838,50,Female,Bangalore,Unemployed,1842801.0,4
1839,65,M,Pune,Salaried,1743128.0,2
1840,58,F,Chennai,Salaried,2460346.0,0
1841,30,M,Pune,Self-Employed,1071641.0,1
1842,60,male,Pune,Self-Employed,2195733.0,1
1843,62,Male,Chennai,Self-Employed,1947272.0,2
1844,42,F,Pune,Salaried,1705120.0,1
1845,59,Female,Delhi,Self-Employed,876182.0,4
1846,53,male,Delhi,Salaried,2296866.0,1
1847,44,F,Delhi,Unemployed,534547.0,1
1848,55,Female,Mumbai,Unemployed,681133.0,1
1849,24,F,Pune,Salaried,2270685.0,3
1850,22,male,Mumbai,Self-Employed,1850230.0,2
1851,60,F,Bangalore,Self-Employed,1832128.0,0
1852,62,M,Chennai,Unemployed,1832408.0,0
1853,68,male,Bangalore,Salaried,728915.0,3
1854,48,F,Mumbai,Salaried,2415311.0,3
1855,40,Male,Delhi,Salaried,573590.0,0
1856,59,F,Pune,Unemployed,880814.0,4
1857,27,M,Pune,Unemployed,2033555.0,0
1858,49,Female,Delhi,Self-Employed,1703598.0,0
1859,60,Female,Pune,Salaried,1320210.0,2
1860,47,Female,Chennai,Salaried,,0
1861,56,Male,Chennai,Salaried,564255.0,0
1862,48,M,Chennai,Salaried,2291901.0,1
1863,35,male,Bangalore,Unemployed,295642.0,3
1864,53,Female,Delhi,Self-Employed,2218577.0,0
1865,19,M,Chennai,Unemployed,642956.0,0
1866,31,F,Mumbai,Self-Employed,1743979.0,4
1867,30,Male,Chennai,Salaried,1733233.0,0
1868,46,M,Bangalore,Salaried,981581.0,2
1869,29,M,Mumbai,Salaried,,4
1870,56,male,Delhi,Salaried,2382193.0,0
1871,19,M,Delhi,Salaried,2403098.0,2
1872,49,male,Chennai,Unemployed,2075728.0,3
1873,30,Male,Mumbai,Self-Employed,1782459.0,0
1874,63,Male,Mumbai,Unemployed,,3
1875,44,F,Chennai,Salaried,2200829.0,0
1876,66,male,Chennai,Self-Employed,1262494.0,4
1877,58,male,Pune,Self-Employed,328660.0,4
1878,34,Female,Pune,Salaried,2064992.0,2
1879,57,Female,Chennai,Self-Employed,477957.0,1
1880,48,F,Bangalore,Unemployed,2170546.0,2
1881,51,Male,Pune,Unemployed,1283575.0,0
1882,41,female,Chennai,Unemployed,2355267.0,3
1883,62,Female,Mumbai,Unemployed,943061.0,3
1884,52,M,Pune,Self-Employed,,0
1885,65,Male,Bangalore,Unemployed,1357291.0,1
1886,23,female,Delhi,Self-Employed,1601053.0,1
1887,36,M,Mumbai,Salaried,481843.0,1
1888,47,male,Bangalore,Unemployed,1712503.0,0
1889,24,Male,Bangalore,Salaried,1856382.0,4
1890,27,F,Bangalore,Unemployed,652468.0,4
1891,58,male,Mumbai,Salaried,,0
1892,49,male,Bangalore,Salaried,601549.0,4
1893,51,M,Delhi,Salaried,265625.0,1
1894,45,male,Pune,Salaried,,4
1895,32,Female,Mumbai,Salaried,598706.0,0
1896,47,Male,Bangalore,Self-Employed,1619479.0,4
1897,54,Female,Chennai,Self-Employed,1194744.0,4
1898,46,M,Pune,Unemployed,298163.0,4
1899,39,female,Mumbai,Self-Employed,893106.0,4
1900,21,M,Chennai,Salaried,498136.0,0
1901,37,Male,Chennai,Self-Employed,877983.0,2
1902,49,male,Bangalore,Self-Employed,447298.0,4
1903,53,F,Mumbai,Salaried,1904084.0,2
1904,67,M,Bangalore,Self-Employed,1657055.0,0
1905,21,Male,Delhi,Salaried,1535169.0,3
1906,44,F,Chennai,Self-Employed,1379246.0,2
1907,0,male,Delhi,Salaried,682835.0,0
1908,29,female,Bangalore,Unemployed,2162698.0,3
1909,39,M,Pune,Self-Employed,381649.0,4
1910,34,female,Chennai,Unemployed,316405.0,0
1911,27,Male,Pune,Salaried,1431435.0,1
1912,18,female,Mumbai,Salaried,1756284.0,3
1913,39,female,Chennai,Unemployed,,1
1914,43,Male,Delhi,Salaried,396318.0,4
1915,35,Male,Pune,Salaried,1538228.0,4
1916,67,M,Mumbai,Salaried,2103651.0,2
1917,31,female,Chennai,Salaried,445571.0,4
1918,64,F,Mumbai,Salaried,971883.0,2
1919,46,Male,Delhi,Salaried,605593.0,3
1920,150,male,Chennai,Salaried,851439.0,1
1921,53,female,Mumbai,Salaried,2421475.0,3
1922,52,Male,Bangalore,Unemployed,1827867.0,1
1923,69,F,Chennai,Self-Employed,1247175.0,0
1924,29,M,Chennai,Salaried,383172.0,3
1925,24,female,Chennai,Unemployed,1148189.0,0
1926,46,Male,Chennai,Salaried,1101069.0,1
1927,28,Male,Bangalore,Self-Employed,2058222.0,2
1928,50,male,Delhi,Salaried,1301437.0,3
1929,23,male,Bangalore,Unemployed,2161130.0,3
1930,64,female,Bangalore,Unemployed,820937.0,2
1931,32,Male,Mumbai,Self-Employed,414281.0,2
1932,49,female,Pune,Salaried,388175.0,4
1933,68,Male,Pune,Unemployed,581883.0,4
1934,28,male,Mumbai,Self-Employed,,1
1935,40,F,Bangalore,Self-Employed,1360468.0,3
1936,43,Female,Mumbai,Salaried,1201571.0,2
1937,51,Female,Chennai,Unemployed,,2
1938,63,Male,Mumbai,Salaried,,0
1939,51,male,Mumbai,Salaried,902959.0,4
1940,46,M,Chennai,Salaried,,0
1941,21,M,Pune,Unemployed,1093578.0,2
1942,34,Female,Chennai,Self-Employed,950565.0,3
1943,52,F,Delhi,Salaried,2429434.0,3
1944,30,Female,Mumbai,Salaried,2219052.0,0
1945,58,Male,Mumbai,Unemployed,560379.0,4
1946,56,F,Pune,Salaried,1718791.0,1
1947,32,M,Bangalore,Self-Employed,,3
1948,46,male,Chennai,Salaried,1341839.0,1
1949,46,male,Bangalore,Self-Employed,908030.0,4
1950,28,Male,Delhi,Salaried,1976116.0,0
1951,69,Female,Chennai,Salaried,2408002.0,4
1952,49,Male,Delhi,Salaried,2261855.0,2
1953,19,male,Delhi,Self-Employed,1727572.0,4
1954,64,M,Delhi,Salaried,2380216.0,0
1955,31,male,Chennai,Salaried,2075436.0,0
1956,37,F,Chennai,Salaried,2362705.0,4
1957,39,female,Pune,Self-Employed,2146932.0,0
1958,28,male,Mumbai,Salaried,1582255.0,2
1959,44,male,Bangalore,Unemployed,,1
1960,20,female,Bangalore,Self-Employed,1687178.0,4
1961,34,F,Delhi,Unemployed,1806066.0,0
1962,61,Female,Chennai,Salaried,644403.0,1
1963,45,male,Chennai,Self-Employed,2201345.0,2
1964,46,Male,Delhi,Self-Employed,1025640.0,4
1965,38,male,Mumbai,Salaried,1811669.0,0
1966,64,Male,Bangalore,Unemployed,1682366.0,1
1967,33,F,Pune,Self-Employed,1563080.0,2
1968,54,male,Mumbai,Self-Employed,,3
1969,37,F,Chennai,Self-Employed,1355790.0,0
1970,23,F,Delhi,Self-Employed,672389.0,2
1971,36,Female,Bangalore,Self-Employed,1327990.0,1
1972,22,male,Delhi,Salaried,2006752.0,4
1973,20,Male,Chennai,Self-Employed,2141272.0,1
1974,18,Male,Delhi,Unemployed,2302038.0,4
1975,55,male,Bangalore,Self-Employed,728059.0,2
1976,32,female,Delhi,Salaried,1307646.0,2
1977,51,Female,Bangalore,Salaried,1680464.0,1
1978,52,Female,Delhi,Unemployed,1557406.0,1
1979,66,Female,Delhi,Self-Employed,804918.0,4
1980,42,Male,Bangalore,Unemployed,1636221.0,0
1981,41,F,Delhi,Unemployed,1555485.0,1
1982,29,female,Mumbai,Unemployed,1950282.0,0
1983,35,Female,Pune,Unemployed,879847.0,0
1984,32,Male,Mumbai,Self-Employed,1718903.0,0
1985,61,Male,Pune,Salaried,2170004.0,2
1986,33,F,Mumbai,Salaried,1767771.0,2
1987,44,male,Pune,Self-Employed,,0
1988,25,male,Delhi,Unemployed,,0
1989,63,Female,Bangalore,Self-Employed,,2
1990,42,Female,Bangalore,Unemployed,,4
1991,34,female,Chennai,Unemployed,1713058.0,3
1992,46,F,Pune,Self-Employed,1912412.0,1
1993,25,Female,Chennai,Self-Employed,502899.0,0
1994,32,F,Chennai,Unemployed,2045869.0,2
1995,44,Male,Pune,Unemployed,2126249.0,0
1996,63,Female,Bangalore,Unemployed,1711469.0,0
1997,67,Male,Pune,Unemployed,393982.0,0
1998,69,M,Delhi,Self-Employed,1043837.0,0
1999,24,F,Chennai,Salaried,218767.0,4
2000,20,M,Chennai,Salaried,958468.0,1
2001,46,Female,Pune,Unemployed,849562.0,1
2002,61,Male,Chennai,Salaried,1885483.0,2
2003,41,Female,Bangalore,Salaried,1388216.0,4
2004,20,M,Chennai,Salaried,2208225.0,4
2005,37,Female,Pune,Salaried,621071.0,1
2006,63,female,Bangalore,Salaried,2402518.0,2
2007,32,male,Bangalore,Salaried,1825514.0,4
2008,42,M,Chennai,Unemployed,2103391.0,2
2009,47,Female,Pune,Unemployed,1665622.0,1
2010,31,Male,Chennai,Unemployed,1928403.0,0
2011,24,Female,Delhi,Self-Employed,1675292.0,4
2012,34,Male,Delhi,Salaried,1564935.0,2
2013,61,male,Bangalore,Salaried,523356.0,0
2014,37,Female,Chennai,Self-Employed,1141124.0,1
2015,53,male,Delhi,Salaried,1234891.0,3
2016,26,M,Mumbai,Unemployed,562606.0,4
2017,55,Male,Delhi,Unemployed,457572.0,4
2018,65,female,Chennai,Self-Employed,259999.0,2
2019,39,M,Chennai,Unemployed,848246.0,1
2020,19,Male,Delhi,Self-Employed,1928131.0,1
2021,41,male,Chennai,Unemployed,407111.0,4
2022,25,F,Chennai,Salaried,783216.0,4
2023,28,Female,Mumbai,Unemployed,1693950.0,2
2024,30,male,Bangalore,Self-Employed,,2
2025,-5,Male,Chennai,Salaried,2232826.0,3
2026,25,Male,Pune,Self-Employed,2177686.0,0
2027,38,Male,Bangalore,Salaried,1824002.0,2
2028,35,Male,Bangalore,Salaried,956834.0,0
2029,47,Female,Pune,Unemployed,1004564.0,4
2030,35,M,Delhi,Unemployed,1591814.0,3
2031,63,female,Mumbai,Salaried,2101462.0,3
2032,64,F,Chennai,Unemployed,591742.0,3
2033,48,Female,Delhi,Unemployed,864257.0,1
2034,55,Male,Pune,Self-Employed,1663105.0,4
2035,49,Female,Mumbai,Unemployed,703142.0,1
2036,28,male,Mumbai,Salaried,399257.0,1
2037,62,female,Mumbai,Unemployed,2039431.0,3
2038,42,Male,Pune,Salaried,1946516.0,1
2039,50,F,Delhi,Salaried,526950.0,4
2040,55,Male,Chennai,Self-Employed,759498.0,4
2041,58,female,Mumbai,Salaried,,1
2042,25,F,Mumbai,Salaried,,4
2043,28,female,Delhi,Self-Employed,1757552.0,0
2044,39,F,Mumbai,Salaried,1318187.0,1
2045,68,M,Mumbai,Self-Employed,1323753.0,3
2046,41,M,Pune,Salaried,810150.0,3
2047,58,Female,Bangalore,Unemployed,2191174.0,4
2048,34,Female,Delhi,Self-Employed,808980.0,4
2049,29,F,Delhi,Self-Employed,864367.0,3
2050,63,Male,Delhi,Salaried,905485.0,0
2051,49,male,Pune,Self-Employed,784498.0,3
2052,32,male,Pune,Salaried,,1
2053,33,Male,Chennai,Self-Employed,1366366.0,3
2054,39,Male,Pune,Self-Employed,,2
2055,45,M,Delhi,Unemployed,217192.0,0
2056,37,male,Chennai,Salaried,1696382.0,0
2057,50,F,Bangalore,Unemployed,2273145.0,3
2058,27,female,Mumbai,Self-Employed,1511689.0,2
2059,57,Female,Mumbai,Salaried,367919.0,1
2060,49,female,Chennai,Unemployed,1985073.0,3
2061,67,M,Bangalore,Self-Employed,2071095.0,1
2062,50,male,Mumbai,Unemployed,2334625.0,2
2063,19,Male,Chennai,Self-Employed,1681171.0,3
2064,50,male,Pune,Self-Employed,2100931.0,3
2065,50,F,Delhi,Salaried,1229793.0,1
2066,58,M,Bangalore,Salaried,1294390.0,3
2067,30,Male,Mumbai,Salaried,713861.0,2
2068,47,female,Delhi,Self-Employed,1054457.0,3
2069,50,F,Chennai,Unemployed,646212.0,4
2070,30,female,Mumbai,Salaried,1054858.0,2
2071,69,Female,Delhi,Salaried,900460.0,0
2072,43,M,Pune,Salaried,2101266.0,1
2073,39,F,Bangalore,Salaried,733235.0,2
2074,56,F,Chennai,Self-Employed,1414666.0,0
2075,19,female,Mumbai,Unemployed,1617601.0,0
2076,55,Male,Pune,Self-Employed,527605.0,2
2077,56,Female,Bangalore,Self-Employed,746798.0,0
2078,43,female,Bangalore,Self-Employed,2177287.0,0
2079,63,F,Pune,Salaried,346145.0,4
2080,67,M,Mumbai,Unemployed,2113191.0,3
2081,32,F,Bangalore,Self-Employed,,4
2082,51,male,Chennai,Self-Employed,717587.0,3
2083,59,M,Delhi,Self-Employed,1286422.0,0
2084,61,M,Chennai,Salaried,816367.0,3
2085,66,F,Bangalore,Salaried,1752588.0,4
2086,57,Male,Delhi,Self-Employed,1563190.0,1
2087,28,M,Pune,Salaried,2142576.0,1
2088,20,male,Delhi,Unemployed,1179309.0,3
2089,23,female,Delhi,Salaried,2377101.0,1
2090,26,Male,Delhi,Self-Employed,725056.0,2
2091,23,Male,Bangalore,Unemployed,,1
2092,26,Male,Mumbai,Salaried,1494532.0,3
2093,56,M,Bangalore,Self-Employed,1079588.0,0
2094,48,Male,Mumbai,Unemployed,2315843.0,4
2095,49,F,Pune,Unemployed,2008979.0,1
2096,58,Male,Pune,Unemployed,1956078.0,3
2097,67,male,Pune,Salaried,681133.0,4
2098,29,Female,Pune,Unemployed,1881029.0,2
2099,25,male,Pune,Salaried,,0
2100,25,M,Chennai,Self-Employed,838409.0,4
2101,67,Male,Bangalore,Salaried,2401689.0,4
2102,45,Male,Mumbai,Salaried,292981.0,3
2103,37,F,Pune,Self-Employed,1966368.0,2
2104,64,female,Chennai,Salaried,2454386.0,1
2105,24,Male,Chennai,Salaried,648573.0,2
2106,150,male,Chennai,Self-Employed,1410907.0,0
2107,37,M,Bangalore,Unemployed,,1
2108,33,Female,Pune,Self-Employed,362723.0,2
2109,21,Male,Chennai,Unemployed,1047512.0,0
2110,23,Female,Chennai,Salaried,1419404.0,4
2111,39,Male,Pune,Self-Employed,2241350.0,4
2112,43,M,Bangalore,Unemployed,1166208.0,4
2113,20,female,Chennai,Salaried,2268443.0,4
2114,150,male,Mumbai,Salaried,420195.0,1
2115,59,M,Delhi,Salaried,1624413.0,4
2116,31,Female,Delhi,Unemployed,412314.0,1
2117,28,Male,Delhi,Unemployed,,1
2118,35,Female,Bangalore,Unemployed,874418.0,2
2119,29,male,Chennai,Salaried,1842948.0,4
2120,40,M,Delhi,Unemployed,1409150.0,3
2121,29,Female,Delhi,Self-Employed,2495312.0,4
2122,30,Female,Pune,Unemployed,1189054.0,3
2123,42,male,Chennai,Unemployed,2179186.0,4
2124,62,Male,Chennai,Salaried,1001828.0,1
2125,68,Female,Pune,Self-Employed,314547.0,4
2126,36,male,Chennai,Self-Employed,2010812.0,4
2127,63,Male,Mumbai,Self-Employed,,4
2128,53,female,Bangalore,Unemployed,1211237.0,4
2129,62,Male,Pune,Salaried,233588.0,2
2130,25,female,Delhi,Unemployed,264202.0,2
2131,46,M,Chennai,Salaried,577303.0,1
2132,49,male,Mumbai,Self-Employed,947488.0,1
2133,68,Male,Mumbai,Unemployed,1625529.0,3
2134,61,female,Bangalore,Salaried,2215138.0,1
2135,35,female,Mumbai,Unemployed,,2
2136,23,M,Chennai,Salaried,398742.0,1
2137,35,F,Chennai,Self-Employed,1959069.0,3
2138,36,male,Mumbai,Unemployed,1607762.0,3
2139,39,F,Chennai,Self-Employed,414375.0,2
2140,54,Male,Chennai,Unemployed,2170222.0,1
2141,49,male,Delhi,Unemployed,812852.0,3
2142,58,M,Pune,Salaried,1445088.0,1
2143,20,Male,Chennai,Salaried,1251048.0,1
2144,45,male,Chennai,Salaried,1434294.0,2
2145,27,male,Bangalore,Self-Employed,,2
2146,68,F,Pune,Self-Employed,461887.0,1
2147,52,Male,Pune,Unemployed,530790.0,4
2148,46,M,Pune,Salaried,1852006.0,4
2149,32,M,Mumbai,Self-Employed,1912737.0,0
2150,50,Male,Delhi,Unemployed,309530.0,0
2151,24,Male,Delhi,Self-Employed,2235390.0,0
2152,29,female,Bangalore,Unemployed,1865222.0,2
2153,66,Female,Pune,Salaried,600084.0,1
2154,47,F,Pune,Unemployed,1255393.0,3
2155,38,Male,Chennai,Unemployed,1129596.0,1
2156,48,Male,Mumbai,Salaried,1083068.0,1
2157,41,Female,Mumbai,Salaried,1170598.0,0
2158,37,Female,Bangalore,Unemployed,1068589.0,1
2159,54,male,Delhi,Self-Employed,1808987.0,0
2160,21,M,Pune,Salaried,,1
2161,45,F,Bangalore,Unemployed,725446.0,3
2162,61,male,Mumbai,Salaried,2487697.0,4
2163,37,Male,Mumbai,Salaried,456653.0,4
2164,41,Female,Mumbai,Self-Employed,1968656.0,2
2165,67,female,Pune,Salaried,1528854.0,3
2166,66,M,Pune,Unemployed,478930.0,1
2167,68,male,Pune,Unemployed,1339509.0,3
2168,150,female,Chennai,Salaried,1170494.0,1
2169,58,M,Delhi,Salaried,2217772.0,3
2170,53,female,Mumbai,Self-Employed,1565750.0,3
2171,51,Female,Mumbai,Self-Employed,734782.0,4
2172,53,male,Chennai,Self-Employed,762590.0,3
2173,19,male,Mumbai,Unemployed,2233229.0,2
2174,32,M,Mumbai,Self-Employed,1556260.0,1
2175,51,female,Pune,Unemployed,2254579.0,0
2176,53,Female,Pune,Self-Employed,1149934.0,3
2177,23,Male,Delhi,Unemployed,1024851.0,0
